Identifier,Name,Symbol,Region,Country,Sector,Market Cap $US,Cap Tier,Current Price
S241,ASTRA AGRO LESTARI IDR500,,Asia Pacific ex Japan,Indonesia,Consumer Staples,"1,400,000,000.00",Mid,38.57
S242,ASTRAZENECA ORD USD0.25,,Western Europe,United Kingdom,Health Care,"143,000,000,000.00",Large,84.57
S243,ASTRO MALAYSIA HLD MYR0.10,ASMOF,Asia Pacific ex Japan,Malaysia,Communication Services,"970,300,000.00",Small,71.91
S244,ASUSTEK COMPUTER TWD10,AKCPF,Asia Pacific ex Japan,Taiwan,Information Technology,"6,500,000,000.00",Large,17.34
S245,ASX LTD NPV,,Asia Pacific ex Japan,Australia,Financials,"11,500,000,000.00",Large,73.31
S246,AT&S AUSTRIA TECH NPV,ASAAF,Western Europe,Austria,Information Technology,"812,300,000.00",Small,103.87
S247,ATCO LTD CL 1 NON VTG,ACLLF,Canada,Canada,Utilities,"3,400,000,000.00",Mid,17.28
S248,ATEA ASA NOK1,,Western Europe,Norway,Information Technology,"1,300,000,000.00",Mid,67.2
S249,ATLANTIA SPA EUR1,,Western Europe,Italy,Industrials,"13,200,000,000.00",Large,47.95
S250,ATLANTIC SAPPH ASA NOK0.10,,Western Europe,Norway,Consumer Staples,"942,800,000.00",Small,49.41
S251,ATLANTICA SUSTAINABLE INFR P SHS,,Western Europe,United Kingdom,Utilities,"3,100,000,000.00",Mid,33.82
S252,ATOM CORPORATION NPV,7412:XTKS,Japan,Japan,Consumer Discretionary,"1,500,000,000.00",Mid,20.81
S253,ATOS SE EUR1,,Western Europe,France,Information Technology,"9,200,000,000.00",Large,96.3
S254,ATOSS SOFTWARE AG NPV,,Western Europe,Germany,Information Technology,"1,200,000,000.00",Mid,62.21
S255,ATRESMEDIA CORP EUR0.75,AIOSF,Western Europe,Spain,Communication Services,"631,100,000.00",Small,45.15
S256,ATRIUM LJUNGBERG SER'B'NPV,,Western Europe,Sweden,Real Estate,"2,200,000,000.00",Mid,73.16
S257,ATRIUM MTG INVT CORP COM,,Canada,Canada,Financials,"374,400,000.00",Small,54.89
S258,ATS AUTOMATION TOOLING SYS INC COM,ATSAF,Canada,Canada,Industrials,"1,200,000,000.00",Mid,83.91
S259,AU OPTRONICS CORP TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"3,900,000,000.00",Large,63.29
S260,AUB GROUP LIMITED NPV,,Asia Pacific ex Japan,Australia,Financials,"948,100,000.00",Small,24.76
S261,AUBAY EUR0.50,,Western Europe,France,Information Technology,"497,500,000.00",Small,27.92
S262,AUCKLAND INTL NPV,,Asia Pacific ex Japan,New Zealand,Industrials,"7,500,000,000.00",Large,41.94
S263,AUDAX RENOVABLES EUR0.10,,Western Europe,Spain,Utilities,"1,100,000,000.00",Mid,84.09
S264,AUGWIND ENERGY TEC ILS1,,"Central and Eastern Europe, Middle East and Africa",Israel,Industrials,"627,800,000.00",Small,33.92
S265,AURINIA PHARMACEUTICALS INC COM,,Canada,Canada,Health Care,"2,000,000,000.00",Mid,43.03
S266,AURIZON HOLDINGS NPV,,Asia Pacific ex Japan,Australia,Industrials,"6,000,000,000.00",Large,100.58
S267,AURORA CANNABIS INC COM,,Canada,Canada,Health Care,"607,900,000.00",Small,64.28
S268,AURORA CORPORATION TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"709,800,000.00",Small,20.36
S269,AURUBIS AG NPV,,Western Europe,Germany,Materials,"3,200,000,000.00",Mid,17.45
S270,AUSNET SERVICES NPV,,Asia Pacific ex Japan,Australia,Utilities,"5,400,000,000.00",Large,74.85
S271,AUST & NZ BANK GRP NPV,,Asia Pacific ex Japan,Australia,Financials,"38,300,000,000.00",Large,41.56
S272,AUST ETHICAL INVES NPV,,Asia Pacific ex Japan,Australia,Financials,"373,500,000.00",Small,24.37
S273,AUSTAL LIMITED NPV,,Asia Pacific ex Japan,Australia,Industrials,"895,500,000.00",Small,75.04
S274,AUSTEVOLL SEAFOOD NOK0.50,,Western Europe,Norway,Consumer Staples,"1,700,000,000.00",Mid,35.88
S275,AUSTRALIAN AGRIC NPV,,Asia Pacific ex Japan,Australia,Consumer Staples,"488,800,000.00",Small,41.09
S276,AUSTRALIAN PHARMAC NPV,API:XASX,Asia Pacific ex Japan,Australia,Health Care,"374,500,000.00",Small,90.84
S277,AUTO TRADER GROUP ORD GBP0.01,,Western Europe,United Kingdom,Communication Services,"7,200,000,000.00",Large,64.14
S278,AUTOBACS SEVEN CO NPV,,Japan,Japan,Consumer Discretionary,"1,100,000,000.00",Mid,26.89
S279,AUTOCANADA INC COM,AOCIF,Canada,Canada,Consumer Discretionary,"464,200,000.00",Small,18.51
S280,AUTOGRILL SPA NPV,,Western Europe,Italy,Consumer Discretionary,"1,200,000,000.00",Mid,94.83
S281,AUTOMOTIVE PPTYS REAL ESTATE UNIT,APPTF,Canada,Canada,Real Estate,"293,100,000.00",Small,97.93
S282,AUTONEUM HLDG AG CHF0.05,ATNNF,Western Europe,Switzerland,Consumer Discretionary,"655,500,000.00",Small,28.53
S283,AVAST PLC ORD GBP0.10,,Western Europe,United Kingdom,Information Technology,"7,000,000,000.00",Large,52.16
S284,AVEVA GROUP ORD GBP0.03556,,Western Europe,United Kingdom,Information Technology,"10,000,000,000.00",Large,42.27
S285,AVEX INC NPV,,Japan,Japan,Communication Services,"500,200,000.00",Small,107.27
S286,AVI LTD ZAR0.05,,"Central and Eastern Europe, Middle East and Africa",South Africa,Consumer Staples,"1,600,000,000.00",Mid,95.59
S287,AVIVA ORD GBP0.25,,Western Europe,United Kingdom,Financials,"15,200,000,000.00",Large,40.19
S288,AVON RUBBER ORD GBP1,,Western Europe,United Kingdom,Industrials,"1,700,000,000.00",Mid,102.64
S289,AWA BANK NPV,8388:XTKS,Japan,Japan,Financials,"1,000,000,000.00",Mid,54.36
S290,AXA EUR2.29,,Western Europe,France,Financials,"46,300,000,000.00",Large,97.16
S291,AXIATA GROUP BHD MYR1,AXXTF,Asia Pacific ex Japan,Malaysia,Communication Services,"6,600,000,000.00",Large,9.1
S292,AXTEL SAB DE CV CPO EACH REP 7 SER'B,AXTLF,Latin America,Mexico,Communication Services,"1,000,000,000.00",Mid,77.42
S293,AYALA CORP PHP50,,Asia Pacific ex Japan,Philippines,Industrials,"9,200,000,000.00",Large,18.55
S294,AYALA LAND INC PHP1,AYAAF,Asia Pacific ex Japan,Philippines,Real Estate,"9,100,000,000.00",Large,100.83
S295,AZBIL CORP NPV,,Japan,Japan,Information Technology,"5,800,000,000.00",Large,107.73
S296,AZIMUT HLDG S.P.A NPV,,Western Europe,Italy,Financials,"2,800,000,000.00",Mid,53.69
S297,AZRIELI GROUP ILS0.10,AZRGF,"Central and Eastern Europe, Middle East and Africa",Israel,Real Estate,"6,000,000,000.00",Large,92.72
S298,B & M EUROPEAN VAL ORD GBP0.1 (DI),,Western Europe,United Kingdom,Consumer Discretionary,"6,500,000,000.00",Large,95.62
S299,B2GOLD CORP COM,,Canada,Canada,Materials,"7,300,000,000.00",Large,15.01
S300,BABCOCK INTL GROUP ORD GBP0.60,,Western Europe,United Kingdom,Industrials,"1,800,000,000.00",Mid,12.4
S301,BACHEM HOLDING AG CHF0.05 (REGD) CLS'B',BFEHF,Western Europe,Switzerland,Health Care,"3,000,000,000.00",Mid,84.98
S302,BADGER DAYLIGHTING LTD COM,BADFF,Canada,Canada,Industrials,"1,000,000,000.00",Mid,70.42
S303,BAE SYSTEMS ORD GBP0.025,,Western Europe,United Kingdom,Industrials,"20,900,000,000.00",Large,82.35
S304,BALFOUR BEATTY GBP0.50,,Western Europe,United Kingdom,Industrials,"2,100,000,000.00",Mid,48.13
S305,BALLARD PWR SYS INC NEW COM,,Canada,Canada,Industrials,"4,900,000,000.00",Large,49.26
S306,BALOISE HOLDING AG CHF0.10 (REGD) (VINKULIERT),,Western Europe,Switzerland,Financials,"7,300,000,000.00",Large,51.74
S307,BANCA GENERALI EUR1,BGN:MTAA,Western Europe,Italy,Financials,"3,800,000,000.00",Large,45.87
S308,BANCA IFIS EUR1,,Western Europe,Italy,Financials,"521,500,000.00",Small,45.43
S309,BANCA MEDIOLANUM NPV,,Western Europe,Italy,Financials,"5,800,000,000.00",Large,74.6
S310,BANCO ACTINVER SA CBFI (FIBRA UNO ADMINISTR),FBASF,Latin America,Mexico,Real Estate,"3,200,000,000.00",Mid,19.37
S311,BANCO BPM SPA NPV,,Western Europe,Italy,Financials,"3,000,000,000.00",Mid,82.12
S312,BANCO DEL BAJIO COM MXN2 SER'O',BBAJF,Latin America,Mexico,Financials,"1,000,000,000.00",Mid,45.84
S313,BANCO SANTANDER EUR0.50(REGD),,Western Europe,Spain,Financials,"33,300,000,000.00",Large,83.83
S314,BANCO SANTANDER MX SER'B' MXN3.78078,BMEXF,Latin America,Mexico,Financials,"5,000,000,000.00",Large,51.87
S315,BANDAI NAMCO HLDGS NPV,,Japan,Japan,Consumer Discretionary,"16,400,000,000.00",Large,24.96
S316,BANG & OLUFSEN A/S DKK5.00,BGOUF,Western Europe,Denmark,Consumer Discretionary,"367,900,000.00",Small,8.18
S317,BANGKOK BANK THB10(LOCAL),BKKLF,Asia Pacific ex Japan,Thailand,Financials,"5,900,000,000.00",Large,94.47
S318,BANK BJB LKD SHS (IDR250 'A' & 'B'),,Asia Pacific ex Japan,Indonesia,Financials,"606,300,000.00",Small,89.81
S319,BANK BTPN SYARIAH IDR100,BTABF,Asia Pacific ex Japan,Indonesia,Financials,"1,800,000,000.00",Mid,30.94
S320,BANK HAPOALIM B.M. ILS1,,"Central and Eastern Europe, Middle East and Africa",Israel,Financials,"7,900,000,000.00",Large,13.96
S321,BANK MANDIRI (PERS IDR250,,Asia Pacific ex Japan,Indonesia,Financials,"17,400,000,000.00",Large,63.22
S322,BANK MONTREAL QUE COM,,Canada,Canada,Financials,"40,100,000,000.00",Large,105.04
S323,BANK NOVA SCOTIA B C COM,,Canada,Canada,Financials,"52,100,000,000.00",Large,44.79
S324,BANK OF EAST ASIA NPV,,Asia Pacific ex Japan,Hong Kong,Financials,"5,400,000,000.00",Large,70.63
S325,BANK OF IWATE LTD NPV,,Japan,Japan,Financials,"435,600,000.00",Small,57.33
S326,BANK OF KYOTO NPV,,Japan,Japan,Financials,"3,700,000,000.00",Large,25.78
S327,BANK OF NAGOYA NPV,,Japan,Japan,Financials,"457,100,000.00",Small,17.19
S328,BANK OF QUEENSLAND NPV,,Asia Pacific ex Japan,Australia,Financials,"2,100,000,000.00",Mid,81.73
S329,BANK PAN INDONESIA IDR100,PBPJF,Asia Pacific ex Japan,Indonesia,Financials,"1,300,000,000.00",Mid,95.86
S330,BANK PERMATA LKD SHS(IDR12500 & IDR125),PXBBF,Asia Pacific ex Japan,Indonesia,Financials,"3,700,000,000.00",Large,54.94
S331,BANK TABUNGAN NEG IDR500,,Asia Pacific ex Japan,Indonesia,Financials,"877,200,000.00",Small,76.39
S332,BANKINTER SA EUR0.30(REGD),,Western Europe,Spain,Financials,"3,900,000,000.00",Large,27.53
S333,BAPCOR LTD NPV,BAP:XASX,Asia Pacific ex Japan,Australia,Consumer Discretionary,"1,900,000,000.00",Mid,63.63
S334,BARCLAYS PLC ORD GBP0.25,,Western Europe,United Kingdom,Financials,"24,300,000,000.00",Large,103.59
S335,BARCO NPV (POST SPLIT),,Western Europe,Belgium,Information Technology,"1,900,000,000.00",Mid,32.55
S336,BARITO PACIFIC TBK IDR100,,Asia Pacific ex Japan,Indonesia,Materials,"5,400,000,000.00",Large,22.44
S337,BARLOWORLD LTD ZAR0.05,,"Central and Eastern Europe, Middle East and Africa",South Africa,Industrials,"770,400,000.00",Small,51.55
S338,BARR(AG) ORD GBP0.04167,,Western Europe,United Kingdom,Consumer Staples,"689,900,000.00",Small,49.59
S339,BARRATT DEVEL ORD GBP0.10,,Western Europe,United Kingdom,Consumer Discretionary,"7,200,000,000.00",Large,105.25
S340,BARRICK GOLD CORP COM,,Canada,Canada,Materials,"49,900,000,000.00",Large,30.22
S341,BARRY CALLEBAUT AG CHF0.02 (REGD),BYCBF,Western Europe,Switzerland,Consumer Staples,"12,500,000,000.00",Large,89.01
S342,BASF SE NPV,,Western Europe,Germany,Materials,"59,800,000,000.00",Large,11.13
S343,BASIC-FIT N.V. EUR0.06,,Western Europe,Netherlands,Consumer Discretionary,"1,700,000,000.00",Mid,29.14
S344,BASILEA PHARMACEUT CHF1 (REGD),BPMUF,Western Europe,Switzerland,Health Care,"666,600,000.00",Small,72.87
S345,BASWARE OYJ NPV,,Western Europe,Finland,Information Technology,"639,500,000.00",Small,92.17
S346,BATM ADVANCED COMM ORD ILS0.01,,"Central and Eastern Europe, Middle East and Africa",Israel,Information Technology,"654,900,000.00",Small,59.95
S347,BAUSCH HEALTH COMPANIES INC COM,,Canada,Canada,Health Care,"6,200,000,000.00",Large,96.39
S348,BAVARIAN NORDIC DKK10,,Western Europe,Denmark,Health Care,"1,800,000,000.00",Mid,85.44
S349,BAWAG GROUP AG NPV,BWAGF,Western Europe,Austria,Financials,"3,500,000,000.00",Mid,96.65
S350,BAYER AG NPV (REGD),,Western Europe,Germany,Health Care,"54,300,000,000.00",Large,69.85
S351,BAYER MOTOREN WERK EUR1,,Western Europe,Germany,Consumer Discretionary,"49,400,000,000.00",Large,31.02
S352,BAYSIDE LAND CORP ILS1,,"Central and Eastern Europe, Middle East and Africa",Israel,Real Estate,"1,300,000,000.00",Mid,98.64
S353,BAYWA AG NPV(VINK),,Western Europe,Germany,Industrials,"1,200,000,000.00",Mid,45.55
S354,BBVA(BILB-VIZ-ARG) EUR0.49,,Western Europe,Spain,Financials,"18,800,000,000.00",Large,46.8
S355,BCA MPS NPV,,Western Europe,Italy,Financials,"1,700,000,000.00",Mid,41.09
S356,BCA POP DI SONDRIO EUR3,BPSO:MTAA,Western Europe,Italy,Financials,"992,500,000.00",Small,47.1
S357,BCE INC COM NEW,,Canada,Canada,Communication Services,"38,400,000,000.00",Large,16.46
S358,BCO DE SABADELL EUR0.125,,Western Europe,Spain,Financials,"2,000,000,000.00",Mid,25.58
S359,BCO NAC MEX SA INT CBFI (CONCEN FIBRA DANHOS),GRFFF,Latin America,Mexico,Real Estate,"1,500,000,000.00",Mid,107.49
S360,BDO UNIBANK INC PHP10,,Asia Pacific ex Japan,Philippines,Financials,"8,000,000,000.00",Large,10.19
S361,BE SEMICONDUCTOR EUR0.01,,Western Europe,Netherlands,Information Technology,"3,800,000,000.00",Large,23.17
S362,BEACH ENERGY LTD NPV,,Asia Pacific ex Japan,Australia,Energy,"2,300,000,000.00",Mid,49.49
S363,BEAZLEY PLC (UK) ORD GBP0.05,,Western Europe,United Kingdom,Financials,"2,600,000,000.00",Mid,64.95
S364,BECHTLE AG NPV,BHTLF,Western Europe,Germany,Information Technology,"8,800,000,000.00",Large,61.1
S365,BECLE SAB DE CV NPV,BCCLF,Latin America,Mexico,Consumer Staples,"8,100,000,000.00",Large,49.12
S366,BEFIMMO SA NPV,,Western Europe,Belgium,Real Estate,"1,300,000,000.00",Mid,9.82
S367,BEGA CHEESE LTD NPV,,Asia Pacific ex Japan,Australia,Consumer Staples,"818,800,000.00",Small,33.31
S368,BEIERSDORF AG NPV,,Western Europe,Germany,Consumer Staples,"29,300,000,000.00",Large,95.52
S369,BEIJER ALMA AB SER'B'NPV,,Western Europe,Sweden,Industrials,"743,200,000.00",Small,78.84
S370,BEIJING TRT CN MED NPV,,Asia Pacific ex Japan,Hong Kong,Health Care,"918,100,000.00",Small,53.16
S371,BEKAERT SA NPV,,Western Europe,Belgium,Materials,"1,300,000,000.00",Mid,71.4
S372,BELIMO HOLDING AG CHF1 (REGD),BLHWF,Western Europe,Switzerland,Industrials,"5,000,000,000.00",Large,73.6
S373,BELLUNA CO LTD NPV,9997:XTKS,Japan,Japan,Consumer Discretionary,"882,200,000.00",Small,55.52
S374,BELLWAY GBP0.125,,Western Europe,United Kingdom,Consumer Discretionary,"4,200,000,000.00",Large,82.73
S375,BENDIGO & ADELAIDE NPV,,Asia Pacific ex Japan,Australia,Financials,"2,400,000,000.00",Mid,10.33
S376,BENEFIT ONE INC NPV,,Japan,Japan,Industrials,"4,200,000,000.00",Large,56.54
S377,BENESSE HOLDINGS NPV,,Japan,Japan,Consumer Discretionary,"2,600,000,000.00",Mid,103.75
S378,BENETEAU EUR0.10,,Western Europe,France,Consumer Discretionary,"668,200,000.00",Small,40.35
S379,BERJAYA SPORTS NPV,BJSAF,Asia Pacific ex Japan,Malaysia,Consumer Discretionary,"669,300,000.00",Small,103.37
S380,BERKELEY GP HLDGS ORD GBP0.05,,Western Europe,United Kingdom,Consumer Discretionary,"7,300,000,000.00",Large,95.04
S381,BERMAZ AUTO BHD NPV,,Asia Pacific ex Japan,Malaysia,Consumer Discretionary,"365,500,000.00",Small,54.5
S382,BERTRANDT AG NPV,BDGXF,Western Europe,Germany,Industrials,"421,600,000.00",Small,40.73
S383,BES ENGINEERING TWD10,,Asia Pacific ex Japan,Taiwan,Industrials,"408,700,000.00",Small,81.6
S384,BETSSON AB SER'B'NPV,,Western Europe,Sweden,Consumer Discretionary,"993,400,000.00",Small,46.38
S385,BETTER COLLECTIVE EUR0.01,,Western Europe,Sweden,Consumer Discretionary,"706,100,000.00",Small,28.73
S386,BEZEQ ISRAEL TELCM ILS1,,"Central and Eastern Europe, Middle East and Africa",Israel,Communication Services,"3,400,000,000.00",Mid,55.87
S387,BHG GROUP AB NPV,BHGSF,Western Europe,Sweden,Consumer Discretionary,"1,700,000,000.00",Mid,105.63
S388,BHP GROUP LTD NPV,,Asia Pacific ex Japan,Australia,Materials,"122,700,000,000.00",Large,71.28
S389,BHP GROUP PLC ORD USD0.50,,Western Europe,United Kingdom,Materials,"122,700,000,000.00",Large,13.98
S390,BIC CAMERA INC. NPV,,Japan,Japan,Consumer Discretionary,"2,100,000,000.00",Mid,37.24
S391,BIC EUR3.82,,Western Europe,France,Industrials,"2,300,000,000.00",Mid,98.71
S392,BID CORP LTD NPV,BPPPF,"Central and Eastern Europe, Middle East and Africa",South Africa,Consumer Staples,"5,300,000,000.00",Large,33.47
S393,BIDVEST GROUP ZAR0.05,,"Central and Eastern Europe, Middle East and Africa",South Africa,Industrials,"2,900,000,000.00",Mid,54.71
S394,BIESSE EUR1,BSS:MTAA,Western Europe,Italy,Industrials,"555,900,000.00",Small,42.14
S395,BIFFA PLC ORD GBP0.01,,Western Europe,United Kingdom,Industrials,"929,600,000.00",Small,104.95
S396,BIG SHOPPING CENTE ILS1,,"Central and Eastern Europe, Middle East and Africa",Israel,Real Estate,"1,200,000,000.00",Mid,103.89
S397,BIG YELLOW GROUP ORD GBP0.10,,Western Europe,United Kingdom,Real Estate,"2,500,000,000.00",Mid,94.66
S398,BIGTINCAN HOLDINGS NPV,,Asia Pacific ex Japan,Australia,Information Technology,"372,600,000.00",Small,84.87
S399,BILFINGER SE NPV,,Western Europe,Germany,Industrials,"997,500,000.00",Small,81.44
S400,BILIA AB SER'A'NPV,,Western Europe,Sweden,Consumer Discretionary,"1,300,000,000.00",Mid,86.53
S401,BILLERUDKORSNAS AB NPV,BLRDF,Western Europe,Sweden,Materials,"3,500,000,000.00",Mid,18.97
S402,BIMB HLDGS BERHAD NPV,,Asia Pacific ex Japan,Malaysia,Financials,"1,500,000,000.00",Mid,85.04
S403,BINGO INDUSTRIES L NPV,BIN:XASX,Asia Pacific ex Japan,Australia,Industrials,"1,300,000,000.00",Mid,26.04
S404,BIOARCTIC AB SER'B'NPV,,Western Europe,Sweden,Health Care,"743,700,000.00",Small,105.81
S405,BIOGAIA AB SER'B'NPV,,Western Europe,Sweden,Health Care,"1,100,000,000.00",Mid,90.31
S406,BIOMERIEUX NPV,,Western Europe,France,Health Care,"19,700,000,000.00",Large,93.15
S407,BIOTAGE AB NPV,BITGF,Western Europe,Sweden,Health Care,"1,300,000,000.00",Mid,12.96
S408,BIZLINK HOLDING IN TWD10,,Asia Pacific ex Japan,Taiwan,Industrials,"999,200,000.00",Small,69.56
S409,BK CENTRAL ASIA IDR62.50,,Asia Pacific ex Japan,Indonesia,Financials,"47,900,000,000.00",Large,29.36
S410,BK CIMB NIAGA LKD SHS (IDR5000 & IDR50),PTNAF,Asia Pacific ex Japan,Indonesia,Financials,"1,300,000,000.00",Mid,42.49
S411,BK LEUMI LE ISRAEL ILS1,BLMIF,"Central and Eastern Europe, Middle East and Africa",Israel,Financials,"6,900,000,000.00",Large,54.11
S412,BK OF PHILIP ISLAN PHP10,,Asia Pacific ex Japan,Philippines,Financials,"6,000,000,000.00",Large,16.84
S413,BK OF RYUKYUS NPV,8399:XTKS,Japan,Japan,Financials,"367,400,000.00",Small,23.63
S414,BK RAKYAT IDR50,,Asia Pacific ex Japan,Indonesia,Financials,"26,200,000,000.00",Large,72.18
S415,BKW AG CHF2.50,BKWAF,Western Europe,Switzerland,Utilities,"5,600,000,000.00",Large,9.81
S416,BLACKBERRY LTD COM,,Canada,Canada,Information Technology,"2,600,000,000.00",Mid,21.87
S417,BLACKMORES LTD NPV,,Asia Pacific ex Japan,Australia,Consumer Staples,"910,400,000.00",Small,42.34
S418,BLOOMBERRY RESORTS PHP1,BLBRF,Asia Pacific ex Japan,Philippines,Consumer Discretionary,"1,600,000,000.00",Mid,38.41
S419,BLUESCOPE STEEL NPV,,Asia Pacific ex Japan,Australia,Materials,"5,200,000,000.00",Large,61.14
S420,BML INC NPV,,Japan,Japan,Health Care,"1,400,000,000.00",Mid,24.76
S421,BNP PARIBAS EUR2,,Western Europe,France,Financials,"49,400,000,000.00",Large,12.82
S422,BOARDWALK REAL ESTATE INV TR TR UNIT,,Canada,Canada,Real Estate,"995,600,000.00",Small,65.69
S423,BOBST GROUP AG CHF1 (REGD),,Western Europe,Switzerland,Industrials,"952,700,000.00",Small,93.02
S424,BOC AVIATION LTD NPV,,Asia Pacific ex Japan,Singapore,Industrials,"4,700,000,000.00",Large,91.14
S425,BOC HONG KONG HLDG NPV,,Asia Pacific ex Japan,Hong Kong,Financials,"29,000,000,000.00",Large,31.43
S426,BODYCOTE PLC ORD GBP0.1727272,,Western Europe,United Kingdom,Industrials,"1,600,000,000.00",Mid,87.15
S427,BOIRON EUR1,,Western Europe,France,Health Care,"908,800,000.00",Small,82.02
S428,BOLIDEN AB NPV,,Western Europe,Sweden,Materials,"8,000,000,000.00",Large,58.95
S429,BOLLORE EUR0.16,,Western Europe,France,Communication Services,"11,600,000,000.00",Large,89.95
S430,BOLSA MEXICANA DE SER'A'NPV,BOMXF,Latin America,Mexico,Financials,"1,400,000,000.00",Mid,103.23
S431,BOMBARDIER INC CL B,BDRBF,Canada,Canada,Industrials,"652,400,000.00",Small,31.82
S432,BONAVA AB SER'B'NPV,,Western Europe,Sweden,Consumer Discretionary,"865,800,000.00",Small,60.75
S433,BONDUELLE EUR1.75,BON:XPAR,Western Europe,France,Consumer Staples,"720,300,000.00",Small,81.44
S434,BONESUPPORT HLG AB NPV,BOEUF,Western Europe,Sweden,Health Care,"495,300,000.00",Small,75.06
S435,BONHEUR ASA NOK1.25,,Western Europe,Norway,Industrials,"1,000,000,000.00",Mid,10.07
S436,BORAL LIMITED NPV,,Asia Pacific ex Japan,Australia,Materials,"4,400,000,000.00",Large,10.56
S437,BORALEX INC CL A NEW,BRLXF,Canada,Canada,Utilities,"3,300,000,000.00",Mid,74.8
S438,BORREGAARD ASA NOK1,,Western Europe,Norway,Materials,"1,500,000,000.00",Mid,31.82
S439,BORUSSIA DORTMUND NPV,BORUF,Western Europe,Germany,Communication Services,"557,600,000.00",Small,41.59
S440,BOSSARD HLDGS AG CHF5,BHAGF,Western Europe,Switzerland,Industrials,"1,200,000,000.00",Mid,17.08
S441,BOUYGUES EUR1,,Western Europe,France,Industrials,"13,800,000,000.00",Large,93.93
S442,BOYD GROUP SVCS INC COM,BYDGF,Canada,Canada,Industrials,"3,400,000,000.00",Mid,30.27
S443,BP ORD USD0.25,,Western Europe,United Kingdom,Energy,"58,700,000,000.00",Large,57.7
S444,BPER BANCA NPV,BPE:MTAA,Western Europe,Italy,Financials,"2,000,000,000.00",Mid,59.23
S445,BPOST SA NPV,,Western Europe,Belgium,Industrials,"2,000,000,000.00",Mid,94.62
S446,BQE CANT VAUDOISE CHF1,,Western Europe,Switzerland,Financials,"8,700,000,000.00",Large,17.38
S447,BRAMBLES LTD NPV,,Asia Pacific ex Japan,Australia,Industrials,"11,600,000,000.00",Large,38.07
S448,BRAVURA SOLUTIONS NPV,BVS:XASX,Asia Pacific ex Japan,Australia,Information Technology,"604,800,000.00",Small,77.79
